Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote (Price),source
FTSI,"FTS International, Inc.",10.94,$1.2B,2018,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/ftsi,AMEX
FF,FutureFuel Corp.,17.96,$785.63M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ff,AMEX
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The)",4.8801,$70.15M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gcv,AMEX
GCV^B,"Gabelli Convertible and Income Securities Fund, Inc. (The)",25.9385,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gcv^b,AMEX
GDV,Gabelli Dividend,21.27,$1.75B,2003,n/a,n/a,https://www.nasdaq.com/symbol/gdv,AMEX
GDV^A,Gabelli Dividend,25.53,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gdv^a,AMEX
GDV^D,Gabelli Dividend,26.0661,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gdv^d,AMEX
GDV^G,Gabelli Dividend,24.4121,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gdv^g,AMEX
GAB,"Gabelli Equity Trust, Inc. (The)",6.06,$1.53B,1986,n/a,n/a,https://www.nasdaq.com/symbol/gab,AMEX
GAB^D,"Gabelli Equity Trust, Inc. (The)",25.75,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gab^d,AMEX
GAB^G,"Gabelli Equity Trust, Inc. (The)",23.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gab^g,AMEX
GAB^H,"Gabelli Equity Trust, Inc. (The)",23.1813,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gab^h,AMEX
GAB^J,"Gabelli Equity Trust, Inc. (The)",24.9567,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gab^j,AMEX
GGZ,Gabelli Global Small and Mid Cap Value Trust (The),10.96,$112.05M,2014,n/a,n/a,https://www.nasdaq.com/symbol/ggz,AMEX
GGZ^A,Gabelli Global Small and Mid Cap Value Trust (The),24.3628,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ggz^a,AMEX
GGT,Gabelli Multi-Media Trust Inc. (The),8.38,$203.47M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ggt,AMEX
