Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote (Price),source
SSWA,Seaspan Corporation,24.23,n/a,2017,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sswa,AMEX
SSWN,Seaspan Corporation,25.18,n/a,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sswn,AMEX
SEAS,"SeaWorld Entertainment, Inc.",24.59,$2.16B,2013,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/seas,AMEX
JBN,Select Asset Inc.,7.2065,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jbn,AMEX
JBR,Select Asset Inc.,7,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jbr,AMEX
WTTR,"Select Energy Services, Inc.",9.91,$1.06B,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/wttr,AMEX
SEM,Select Medical Holdings Corporation,19.09,$2.58B,2009,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/sem,AMEX
SGZA,"Selective Insurance Group, Inc.",24.38,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sgza,AMEX
SEMG,Semgroup Corporation,17.76,$1.4B,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/semg,AMEX
SMI,Semiconductor  Manufacturing International Corporation,4.05,$4.08B,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/smi,AMEX
SRE,Sempra Energy,116.01,$31.75B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sre,AMEX
SRE^A,Sempra Energy,102.19,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sre^a,AMEX
SRE^B,Sempra Energy,104.48,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sre^b,AMEX
SEND,"SendGrid, Inc.",40.92,$1.94B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/send,AMEX
ST,Sensata Technologies Holding plc,46.34,$7.61B,2010,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/st,AMEX
SXT,Sensient Technologies Corporation,65.82,$2.78B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/sxt,AMEX
SQNS,Sequans Communications S.A.,1.04,$98.37M,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/sqns,AMEX
SRG,Seritage Growth Properties,37.62,$2.1B,2015,Finance,Real Estate,https://www.nasdaq.com/symbol/srg,AMEX
SRG^A,Seritage Growth Properties,23.19,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/srg^a,AMEX
SCI,Service Corporation International,44.1,$7.98B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/sci,AMEX
SERV,"ServiceMaster Global Holdings, Inc.",43.01,$5.84B,2014,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/serv,AMEX
NOW,"ServiceNow, Inc.",168.67,$30.24B,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/now,AMEX
SHAK,"Shake Shack, Inc.",48.24,$1.79B,2015,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/shak,AMEX
SJR,Shaw Communications Inc.,18.76,$9.1B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/sjr,AMEX
SHLX,"Shell Midstream Partners, L.P.",18.98,$4.25B,2014,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/shlx,AMEX
SHW,Sherwin-Williams Company (The),416.76,$39.02B,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/shw,AMEX
SHG,Shinhan Financial Group Co Ltd,37.74,$17.9B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/shg,AMEX
SFL,Ship Finance International Limited,12.19,$1.46B,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sfl,AMEX
SHOP,Shopify Inc.,138.78,$13.13B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shop,AMEX
SSTK,"Shutterstock, Inc.",37.53,$1.31B,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/sstk,AMEX
SBGL,Sibanye Gold Limited,2.26,$1.28B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/sbgl,AMEX
SIG,Signet Jewelers Limited,55.94,$2.9B,n/a,Consumer Services,Consumer Specialties,https://www.nasdaq.com/symbol/sig,AMEX
SBOW,"SilverBow Resorces, Inc.",26.9,$314.52M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sbow,AMEX
SPG,"Simon Property Group, Inc.",188.86,$58.42B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/spg,AMEX
SPG^J,"Simon Property Group, Inc.",69,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spg^j,AMEX
SSD,"Simpson Manufacturing Company, Inc.",57.84,$2.63B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ssd,AMEX
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",44.5,$4.82B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/shi,AMEX
SITC,SITE Centers Corp.,11.96,$2.21B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sitc,AMEX
SITC^A,SITE Centers Corp.,23,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sitc^a,AMEX
SITC^J,SITE Centers Corp.,23,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sitc^j,AMEX
SITC^K,SITE Centers Corp.,21.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sitc^k,AMEX
SITE,"SiteOne Landscape Supply, Inc.",64.55,$2.64B,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/site,AMEX
SIX,Six Flags Entertainment Corporation New,56.8,$4.8B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/six,AMEX
SJW,SJW Group,63.56,$1.31B,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/sjw,AMEX
SKM,"SK Telecom Co., Ltd.",26.26,$16.7B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/skm,AMEX
SKX,"Skechers U.S.A., Inc.",28.31,$4.47B,1999,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/skx,AMEX
SKY,Skyline Champion Corporation,23.22,$1.31B,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/sky,AMEX
SLG,SL Green Realty Corp,95.42,$8.14B,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/slg,AMEX
SLG^I,SL Green Realty Corp,24.625,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/slg^i,AMEX
SM,SM Energy Company,21.11,$2.37B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sm,AMEX
SFS,Smart,5.15,$390.98M,2014,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/sfs,AMEX
SMAR,Smartsheet Inc.,25.45,$2.62B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/smar,AMEX
SNN,"Smith & Nephew SNATS, Inc.",36.6,$16B,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/snn,AMEX
AOS,Smith (A.O.) Corporation,45.71,$7.77B,n/a,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/aos,AMEX
SNAP,Snap Inc.,6.71,$8.69B,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/snap,AMEX
SNA,Snap-On Incorporated,159.91,$8.98B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sna,AMEX
IPOA,Social Capital Hedosophia Holdings Corp.,9.94,$199.87M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/ipoa,AMEX
IPOA.U,Social Capital Hedosophia Holdings Corp.,n/a,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/ipoa.u,AMEX
IPOA.WS,Social Capital Hedosophia Holdings Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ipoa.ws,AMEX
SQM,Sociedad Quimica y Minera S.A.,43.27,$11.39B,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/sqm,AMEX
SOGO,Sogou Inc.,6.12,$2.43B,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/sogo,AMEX
SOI,"Solaris Oilfield Infrastructure, Inc.",13.36,$629.71M,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/soi,AMEX
SWI,SolarWinds Corporation,15.06,n/a,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/swi,AMEX
SAH,"Sonic Automotive, Inc.",17.79,$760.53M,1997,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/sah,AMEX
SON,Sonoco Products Company,55.93,$5.58B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/son,AMEX
SNE,Sony Corp Ord,51.24,$65.02B,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/sne,AMEX
BID,Sotheby&#39;s,39.39,$1.93B,1988,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bid,AMEX
SOR,"Source Capital, Inc.",37.8,$325.49M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sor,AMEX
SJI,"South Jersey Industries, Inc.",31.61,$2.7B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sji,AMEX
SJIU,"South Jersey Industries, Inc.",51.65,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sjiu,AMEX
SXE,"Southcross Energy Partners, L.P.",0.4636,$37.01M,2012,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sxe,AMEX
SCE^G,Southern California Edison Company,19.65,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^g,AMEX
SCE^H,Southern California Edison Company,23.56,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^h,AMEX
SCE^J,Southern California Edison Company,22.35,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^j,AMEX
SCE^K,Southern California Edison Company,22.57,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^k,AMEX
SCE^L,Southern California Edison Company,19.34,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^l,AMEX
SO,Southern Company (The),47.27,$48.64B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/so,AMEX
SOJA,Southern Company (The),25.94,n/a,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/soja,AMEX
SOJB,Southern Company (The),22.79,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/sojb,AMEX
SOJC,Southern Company (The),23.15,n/a,2017,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/sojc,AMEX
SCCO,Southern Copper Corporation,36.57,$28.27B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/scco,AMEX
LUV,Southwest Airlines Company,52.73,$29.65B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/luv,AMEX
SWX,"Southwest Gas Holdings, Inc.",84.49,$4.18B,n/a,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/swx,AMEX
SWN,Southwestern Energy Company,5.82,$3.38B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/swn,AMEX
SPAQ,Spartan Energy Acquisition Corp,9.65,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/spaq,AMEX
SPAQ.U,Spartan Energy Acquisition Corp,n/a,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/spaq.u,AMEX
SPAQ.WS,Spartan Energy Acquisition Corp,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spaq.ws,AMEX
SPA,Sparton Corporation,14.17,$139.36M,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/spa,AMEX
SPE,Special Opportunities Fund Inc.,13.85,$117.74M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spe,AMEX
SPE^B,Special Opportunities Fund Inc.,25.07,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spe^b,AMEX
SEP,"Spectra Energy Partners, LP",36.26,$17.58B,2007,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sep,AMEX
SPB           ,"Spectrum Brands Holdings, Inc.",64.11,$3.42B,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/spb,AMEX
TRK,"Speedway Motorsports, Inc.",17.05,$696.19M,1995,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/trk,AMEX
SR,Spire Inc.,76.23,$3.86B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sr,AMEX
SPR,"Spirit Aerosystems Holdings, Inc.",85.93,$9.11B,2006,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/spr,AMEX
SAVE,"Spirit Airlines, Inc.",53.41,$3.65B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/save,AMEX
SMTA,Spirit MTA REIT,10.76,$462.69M,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/smta,AMEX
SRC,"Spirit Realty Capital, Inc.",8.09,$3.47B,2013,Consumer Services,Building operators,https://www.nasdaq.com/symbol/src,AMEX
SRC^A,"Spirit Realty Capital, Inc.",22.08,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/src^a,AMEX
SPOT,Spotify Technology S.A.,131.63,$23.66B,2018,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/spot,AMEX
SRLP,Sprague Resources LP,18.63,$423.53M,2013,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/srlp,AMEX
S,Sprint Corporation,6.21,$25.32B,2013,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/s,AMEX
SPXC,SPX Corporation,29.37,$1.27B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/spxc,AMEX
FLOW,"SPX FLOW, Inc.",35.96,$1.53B,2015,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/flow,AMEX
SQ,"Square, Inc.",71.85,$29.71B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sq,AMEX
JOE,St. Joe Company (The),15.12,$917.36M,n/a,Consumer Services,Homebuilding,https://www.nasdaq.com/symbol/joe,AMEX
STAG,"Stag Industrial, Inc.",26.01,$2.83B,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/stag,AMEX
STAG^C,"Stag Industrial, Inc.",25.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/stag^c,AMEX
SSI,"Stage Stores, Inc.",1.73,$48.86M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/ssi,AMEX
SMP,"Standard Motor Products, Inc.",53.5,$1.2B,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/smp,AMEX
SXI,Standex International Corporation,79.3,$1.02B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sxi,AMEX
SWJ,"Stanley Black & Decker, Inc.",25.05,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/swj,AMEX
SWK,"Stanley Black & Decker, Inc.",124.93,$18.87B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/swk,AMEX
SWP,"Stanley Black & Decker, Inc.",95.05,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/swp,AMEX
STN,Stantec Inc,23.26,$2.65B,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/stn,AMEX
SGU,"Star Group, L.P.",9.77,$521.65M,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sgu,AMEX
SRT,"StarTek, Inc.",6.17,$228.66M,1997,Technology,Professional Services,https://www.nasdaq.com/symbol/srt,AMEX
STWD,"STARWOOD PROPERTY TRUST, INC.",22.04,$5.89B,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/stwd,AMEX
STT,State Street Corporation,71.02,$26.95B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stt,AMEX
STT^C,State Street Corporation,24.08,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/stt^c,AMEX
STT^D,State Street Corporation,26.21,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/stt^d,AMEX
STT^E,State Street Corporation,25.38,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/stt^e,AMEX
STT^G,State Street Corporation,25.2728,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/stt^g,AMEX
SPLP,Steel Partners Holdings LP,15,$392.63M,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/splp,AMEX
SPLP^A,Steel Partners Holdings LP,21.37,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/splp^a,AMEX
SCS,Steelcase Inc.,16.53,$1.93B,1998,Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/scs,AMEX
SCA,Stellus Capital Investment Corporation,25.17,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sca,AMEX
SCM,Stellus Capital Investment Corporation,13.23,$211.07M,2012,n/a,n/a,https://www.nasdaq.com/symbol/scm,AMEX
SCL,Stepan Company,83.56,$1.88B,n/a,Basic Industries,Package Goods/Cosmetics,https://www.nasdaq.com/symbol/scl,AMEX
STE,STERIS plc,118.54,$10.02B,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/ste,AMEX
STL,Sterling Bancorp,18.56,$4.17B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stl,AMEX
STL^A,Sterling Bancorp,26.1188,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/stl^a,AMEX
STC,Stewart Information Services Corporation,41.43,$983.58M,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/stc,AMEX
SF,Stifel Financial Corporation,48.02,$3.46B,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sf,AMEX
SF^A,Stifel Financial Corporation,25.0642,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sf^a,AMEX
SFB,Stifel Financial Corporation,22.11,n/a,2017,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/sfb,AMEX
STM,STMicroelectronics N.V.,14,$12.64B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/stm,AMEX
EDF,Stone Harbor Emerging Markets Income Fund,12.81,$205.72M,2010,n/a,n/a,https://www.nasdaq.com/symbol/edf,AMEX
EDI,Stone Harbor Emerging Markets Total Income Fund,12.03,$116.16M,2012,n/a,n/a,https://www.nasdaq.com/symbol/edi,AMEX
STON,StoneMor Partners L.P.,4.08,$154.87M,2004,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ston,AMEX
SRI,"Stoneridge, Inc.",26.58,$757.12M,1997,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/sri,AMEX
STOR,STORE Capital Corporation,29.65,$6.31B,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/stor,AMEX
GJH,STRATS Trust,9.7299,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjh,AMEX
GJO,STRATS Trust,22.67,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjo,AMEX
GJS,STRATS Trust,20.9,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjs,AMEX
SYK,Stryker Corporation,167.82,$62.8B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/syk,AMEX
MSC,Studio City International Holdings Limited,17.5,n/a,2018,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/msc,AMEX
RGR,"Sturm, Ruger & Company, Inc.",57.57,$1.01B,n/a,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/rgr,AMEX
SPH,"Suburban Propane Partners, L.P.",22.53,$1.38B,1996,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sph,AMEX
SMFG,Sumitomo Mitsui Financial Group Inc,7.79,$54.36B,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/smfg,AMEX
INN,"Summit Hotel Properties, Inc.",11.28,$1.18B,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/inn,AMEX
INN^D,"Summit Hotel Properties, Inc.",24.436,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/inn^d,AMEX
INN^E,"Summit Hotel Properties, Inc.",22.74,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/inn^e,AMEX
SUM,"Summit Materials, Inc.",13.58,$1.52B,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/sum,AMEX
SMLP,"Summit Midstream Partners, LP",14.82,$1.09B,2012,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/smlp,AMEX
SUI,"Sun Communities, Inc.",102.1,$8.82B,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sui,AMEX
SLF,Sun Life Financial Inc.,36.83,$22.22B,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/slf,AMEX
SXCP,"SunCoke Energy Partners, L.P.",13.74,$635.16M,2013,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/sxcp,AMEX
SXC,"SunCoke Energy, Inc.",10.52,$681.15M,2011,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/sxc,AMEX
SU,Suncor Energy  Inc.,32.53,$52.62B,n/a,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/su,AMEX
STG,Sunlands Online Education Group,4.07,$703.1M,2018,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/stg,AMEX
SUN,Sunoco LP,28.32,$2.34B,2012,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/sun,AMEX
SHO,"Sunstone Hotel Investors, Inc.",15,$3.42B,2004,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/sho,AMEX
SHO^E,"Sunstone Hotel Investors, Inc.",25.44,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sho^e,AMEX
SHO^F,"Sunstone Hotel Investors, Inc.",24.98,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sho^f,AMEX
STI,"SunTrust Banks, Inc.",63.52,$28.54B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/sti,AMEX
STI.WS.A,"SunTrust Banks, Inc.",n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sti.ws.a,AMEX
STI^A,"SunTrust Banks, Inc.",22.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sti^a,AMEX
SPN,"Superior Energy Services, Inc.",7.44,$1.15B,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/spn,AMEX
SUP,"Superior Industries International, Inc.",8.7,$217.67M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/sup,AMEX
SWZ,"Swiss Helvetia Fund, Inc. (The)",7.81,$197.7M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/swz,AMEX
SWCH,"Switch, Inc.",9.26,$2.34B,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/swch,AMEX
SYF,Synchrony Financial,27.65,$19.87B,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/syf,AMEX
SNX,Synnex Corporation,77.52,$3.97B,2003,Technology,Retail: Computer Software & Peripheral Equipment,https://www.nasdaq.com/symbol/snx,AMEX
SNV,Synovus Financial Corp.,37.7,$4.39B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/snv,AMEX
SNV^D,Synovus Financial Corp.,25.485,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/snv^d,AMEX
GJP,"Synthetic Fixed-Income Securities, Inc.",22.51,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gjp,AMEX
GJR,"Synthetic Fixed-Income Securities, Inc.",22.2699,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gjr,AMEX
GJT,"Synthetic Fixed-Income Securities, Inc.",21.15,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjt,AMEX
GJV,"Synthetic Fixed-Income Securities, Inc.",25.8788,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjv,AMEX
SYY,Sysco Corporation,66.86,$34.75B,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/syy,AMEX
SYX,Systemax Inc.,27.67,$1.03B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/syx,AMEX
DATA,"Tableau Software, Inc.",112.53,$9.4B,2013,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/data,AMEX
TAHO,"Tahoe Resources, Inc.",2.2,$689.29M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/taho,AMEX
TLRD,"Tailored Brands, Inc.",22.9,$1.14B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/tlrd,AMEX
TWN,"Taiwan Fund, Inc. (The)",16.91,$137.65M,1986,n/a,n/a,https://www.nasdaq.com/symbol/twn,AMEX
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,37.4,$193.96B,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/tsm,AMEX
TAL,TAL Education Group,28.5,$16.16B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/tal,AMEX
TGE,"Tallgrass Energy, LP",21.67,$6.07B,2015,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tge,AMEX
TALO,"Talos Energy, Inc.",21.72,$1.18B,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/talo,AMEX
SKT,"Tanger Factory Outlet Centers, Inc.",24.03,$2.26B,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/skt,AMEX
TPR,"Tapestry, Inc.",41.1,$11.91B,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/tpr,AMEX
NGLS^A,Targa Resources Partners LP,26.45,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ngls^a,AMEX
TRGP,"Targa Resources, Inc.",47.82,$10.96B,2010,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/trgp,AMEX
TGT,Target Corporation,84.32,$44.38B,n/a,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/tgt,AMEX
TARO,Taro Pharmaceutical Industries Ltd.,101.51,$3.96B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/taro,AMEX
TTM,Tata Motors Ltd,12.18,$8.27B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/ttm,AMEX
TCO,"Taubman Centers, Inc.",54.88,$3.35B,1992,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/tco,AMEX
